itemID,Product,Variety/Size,Brand,price,Production(kg CO2e),Packaging(kg CO2e),Logistics(kg CO2e),Total(kg CO2e),refurbished_available
346,Mixer Grinder,750 W,Preethi,5290,80.5,8.05,8.05,96.6,0
347,Mixer Grinder,500 W,Panasonic,2253,50.0,5.0,5.0,60.0,1
348,Refrigerator,300 L,Samsung,28594,190.0,19.0,23.75,232.75,0
349,Television,43 inch,LG,32399,117.6,11.76,24.5,153.86,1
350,Gas Stove/Cooktop,3 Burner,Elica,3118,48.0,4.8,4.8,57.6,0
351,Cooler,20 L,Havells,5584,30.0,3.0,8.0,41.0,1
352,Television,55 inch,Xiaomi,54389,185.4,18.54,36.05,239.99,1
353,Cooler,50 L,Bajaj,15187,50.5,5.05,10.1,65.65,0
354,Gas Stove/Cooktop,3 Burner,Pigeon,5060,38.8,3.88,3.88,46.56,1
355,Gas Stove/Cooktop,3 Burner,Butterfly,3588,38.0,3.8,3.8,45.6,1
356,Television,32 inch,Sony,24228,120.0,12.0,24.0,156.0,1
357,Water Purifier,RO+UV,Kent,8267,60.0,6.0,4.0,70.0,0
358,Washing Machine,9 kg,Godrej,43871,178.2,17.82,17.82,213.84,0
359,Gas Stove/Cooktop,2 Burner,Elica,3288,36.0,3.6,3.6,43.2,0
360,Television,50 inch,Sony,39607,180.0,18.0,36.0,234.0,1
361,Gas Stove/Cooktop,4 Burner,Sunflame,7706,47.5,4.75,4.75,57.0,0
362,Air Conditioner,2 Ton,Voltas,40470,300.0,30.0,32.0,362.0,1
363,Geyser/Water Heater,6 L,AO Smith,2947,50.0,5.0,5.0,60.0,0
364,Washing Machine,9 kg,IFB,43058,174.6,17.46,17.46,209.52,0
365,Cooler,50 L,Bajaj,18368,50.5,5.05,10.1,65.65,0
366,Geyser/Water Heater,15 L,Racold,7334,61.8,6.18,6.18,74.16,1
367,Geyser/Water Heater,6 L,AO Smith,3692,50.0,5.0,5.0,60.0,0
368,Refrigerator,190 L,Panasonic,16823,150.0,15.0,15.0,180.0,0
369,Water Purifier,RO+UV,HUL,8296,60.0,6.0,4.0,70.0,1
370,Television,75 inch,Sony,84240,300.0,30.0,60.0,390.0,0
371,Air Conditioner,1.5 Ton,Blue Star,37102,252.5,25.25,25.25,303.0,0
372,Water Purifier,RO+UV,HUL,12604,60.0,6.0,4.0,70.0,0
373,Air Conditioner,2 Ton,Voltas,46125,300.0,30.0,32.0,362.0,1
374,Washing Machine,7 kg,Godrej,29783,118.8,11.88,11.88,142.56,0
375,Fans,52 inch,Usha,3480,25.5,2.55,3.06,31.11,0
376,Mixer Grinder,500 W,Panasonic,2869,50.0,5.0,5.0,60.0,1
377,Washing Machine,7 kg,LG,20161,117.6,11.76,11.76,141.12,1
378,Washing Machine,8 kg,Samsung,29599,142.5,14.25,14.25,171.0,0
379,Mixer Grinder,1000 W,Philips,5914,94.5,9.45,10.5,114.45,0
380,Water Purifier,RO+UV+UF,Livpure,12142,84.0,8.4,4.2,96.6,0
381,Television,55 inch,Samsung,60136,171.0,17.1,33.25,221.35,1
382,Gas Stove/Cooktop,4 Burner,Elica,5529,60.0,6.0,6.0,72.0,1
383,Air Conditioner,1 Ton,LG,34524,196.0,19.6,24.5,240.1,0
384,Water Purifier,RO+UV,Blue Star,13400,60.6,6.06,4.04,70.7,0
385,Air Conditioner,1.5 Ton,Voltas,38139,250.0,25.0,25.0,300.0,1
386,Fans,48 inch,Atomberg,2294,21.0,2.1,2.1,25.2,1
387,Geyser/Water Heater,10 L,V-Guard,3788,55.0,5.5,5.5,66.0,0
388,Gas Stove/Cooktop,4 Burner,Elica,6324,60.0,6.0,6.0,72.0,0
389,Refrigerator,240 L,Whirlpool,20112,172.8,17.28,19.2,209.28,1
390,Refrigerator,340 L,LG,36235,215.6,21.56,29.4,266.56,0
391,Washing Machine,6 kg,Samsung,19508,95.0,9.5,9.5,114.0,0
392,Air Conditioner,1 Ton,Daikin,30499,190.0,19.0,23.75,232.75,0
393,Air Conditioner,2 Ton,Hitachi,48040,345.0,34.5,36.8,416.3,1
394,Fans,52 inch,Atomberg,2952,26.25,2.62,3.15,32.02,0
395,Television,43 inch,TCL,37922,117.6,11.76,24.5,153.86,0
396,Television,55 inch,OnePlus,65141,183.6,18.36,35.7,237.66,1
397,Washing Machine,8 kg,Bosch,33907,144.0,14.4,14.4,172.8,1
398,Television,55 inch,Sony,53730,216.0,21.6,42.0,279.6,1
399,Water Purifier,RO+UV+UF,Kent,17288,80.0,8.0,4.0,92.0,0
400,Television,55 inch,Sony,63852,216.0,21.6,42.0,279.6,0
401,Cooler,30 L,Kenstar,7691,39.6,3.96,9.9,53.46,0
402,Television,55 inch,Vu,60863,198.0,19.8,38.5,256.3,1
403,Television,75 inch,OnePlus,97101,255.0,25.5,51.0,331.5,1
404,Washing Machine,9 kg,Bosch,45736,172.8,17.28,17.28,207.36,1
405,Television,32 inch,Samsung,22558,95.0,9.5,19.0,123.5,1
406,Refrigerator,340 L,Haier,49502,220.0,22.0,30.0,272.0,1
407,Television,43 inch,TCL,29595,117.6,11.76,24.5,153.86,1
408,Fans,52 inch,Orient,2610,27.25,2.73,3.27,33.25,1
409,Gas Stove/Cooktop,2 Burner,Elica,2104,36.0,3.6,3.6,43.2,0
410,Television,50 inch,Xiaomi,43818,154.5,15.45,30.9,200.85,0
411,Television,32 inch,LG,15881,98.0,9.8,19.6,127.4,1
412,Gas Stove/Cooktop,2 Burner,Bajaj,3891,30.3,3.03,3.03,36.36,0
413,Mixer Grinder,1000 W,Havells,5563,90.0,9.0,10.0,109.0,0
414,Fans,52 inch,Usha,2188,25.5,2.55,3.06,31.11,0
415,Gas Stove/Cooktop,3 Burner,Prestige,5981,40.0,4.0,4.0,48.0,1
416,Television,65 inch,LG,82911,215.6,21.56,39.2,276.36,0
417,Air Conditioner,1.5 Ton,LG,40485,245.0,24.5,24.5,294.0,1
418,Air Conditioner,1.5 Ton,Samsung,41129,237.5,23.75,23.75,285.0,1
419,Television,65 inch,Sony,81576,264.0,26.4,48.0,338.4,1
420,Gas Stove/Cooktop,2 Burner,Prestige,3382,30.0,3.0,3.0,36.0,0
421,Geyser/Water Heater,15 L,Crompton,4993,60.0,6.0,6.0,72.0,0
422,Mixer Grinder,750 W,Bajaj,5047,70.7,7.07,7.07,84.84,0
423,Television,32 inch,OnePlus,24947,102.0,10.2,20.4,132.6,0
424,Television,75 inch,Samsung,99353,237.5,23.75,47.5,308.75,1
425,Refrigerator,240 L,Panasonic,23022,180.0,18.0,20.0,218.0,1
426,Geyser/Water Heater,10 L,Crompton,3921,50.0,5.0,5.0,60.0,1
427,Television,55 inch,Vu,50018,198.0,19.8,38.5,256.3,0
428,Refrigerator,190 L,Samsung,21085,142.5,14.25,14.25,171.0,1
429,Television,65 inch,OnePlus,77031,224.4,22.44,40.8,287.64,1
430,Cooler,20 L,Havells,5189,30.0,3.0,8.0,41.0,0
431,Air Conditioner,1.5 Ton,Hitachi,37043,287.5,28.75,28.75,345.0,1
432,Air Conditioner,1.5 Ton,Voltas,35197,250.0,25.0,25.0,300.0,0
433,Cooler,50 L,Kenstar,14442,49.5,4.95,9.9,64.35,1
434,Television,50 inch,Vu,42295,165.0,16.5,33.0,214.5,1
435,Geyser/Water Heater,10 L,Crompton,5688,50.0,5.0,5.0,60.0,0
436,Washing Machine,9 kg,LG,37325,176.4,17.64,17.64,211.68,1
437,Cooler,30 L,Voltas,9817,40.0,4.0,10.0,54.0,0
438,Washing Machine,7 kg,Whirlpool,20944,115.2,11.52,11.52,138.24,1
439,Washing Machine,6 kg,Godrej,22385,99.0,9.9,9.9,118.8,0
440,Water Purifier,RO+UV,Livpure,12004,63.0,6.3,4.2,73.5,0
441,Gas Stove/Cooktop,2 Burner,Pigeon,3621,29.1,2.91,2.91,34.92,1
442,Television,32 inch,Xiaomi,26068,103.0,10.3,20.6,133.9,0
443,Geyser/Water Heater,15 L,AO Smith,5983,75.0,7.5,7.5,90.0,0
444,Gas Stove/Cooktop,3 Burner,Bajaj,4745,40.4,4.04,4.04,48.48,0
445,Television,50 inch,Vu,46306,165.0,16.5,33.0,214.5,1
446,Television,65 inch,OnePlus,68326,224.4,22.44,40.8,287.64,0
447,Refrigerator,240 L,Panasonic,23536,180.0,18.0,20.0,218.0,0
448,Television,43 inch,Samsung,28769,114.0,11.4,23.75,149.15,1
449,Geyser/Water Heater,6 L,Racold,3540,41.2,4.12,4.12,49.44,1
450,Mixer Grinder,1000 W,Morphy Richards,6303,99.0,9.9,11.0,119.9,1
451,Gas Stove/Cooktop,4 Burner,Sunflame,5272,47.5,4.75,4.75,57.0,0
452,Washing Machine,8 kg,Samsung,34021,142.5,14.25,14.25,171.0,1
453,Television,75 inch,Samsung,111700,237.5,23.75,47.5,308.75,1
454,Washing Machine,8 kg,Whirlpool,36658,144.0,14.4,14.4,172.8,1
455,Air Conditioner,1.5 Ton,LG,40218,245.0,24.5,24.5,294.0,0
456,Refrigerator,340 L,Samsung,41254,209.0,20.9,28.5,258.4,0
457,Cooler,20 L,Crompton,6291,30.0,3.0,8.0,41.0,0
458,Mixer Grinder,750 W,Philips,4057,73.5,7.35,7.35,88.2,1
459,Water Purifier,RO+UV+UF,Aquaguard,13393,81.6,8.16,4.08,93.84,1
460,Cooler,30 L,Havells,7863,40.0,4.0,10.0,54.0,1
461,Washing Machine,8 kg,LG,38953,147.0,14.7,14.7,176.4,1
462,Water Purifier,RO+UV+UF,Aquaguard,13526,81.6,8.16,4.08,93.84,1
463,Fans,48 inch,Bajaj,2767,20.2,2.02,2.02,24.24,1
464,Television,75 inch,TCL,104510,245.0,24.5,49.0,318.5,0
465,Refrigerator,300 L,Samsung,30865,190.0,19.0,23.75,232.75,0
466,Gas Stove/Cooktop,3 Burner,Elica,5562,48.0,4.8,4.8,57.6,1
467,Television,43 inch,Xiaomi,26349,123.6,12.36,25.75,161.71,0
468,Refrigerator,300 L,Godrej,28532,198.0,19.8,24.75,242.55,1
469,Television,75 inch,OnePlus,84621,255.0,25.5,51.0,331.5,1
470,Air Conditioner,2 Ton,LG,56052,294.0,29.4,31.36,354.76,0
471,Air Conditioner,1.5 Ton,Blue Star,49620,252.5,25.25,25.25,303.0,1
472,Air Conditioner,1.5 Ton,Voltas,41379,250.0,25.0,25.0,300.0,1
473,Mixer Grinder,1000 W,Bajaj,4891,90.9,9.09,10.1,110.09,0
474,Television,32 inch,Xiaomi,17861,103.0,10.3,20.6,133.9,0
475,Television,43 inch,Vu,30189,132.0,13.2,27.5,172.7,1
476,Cooler,30 L,Kenstar,9507,39.6,3.96,9.9,53.46,1
477,Television,65 inch,Xiaomi,64675,226.6,22.66,41.2,290.46,1
478,Fans,48 inch,Bajaj,2663,20.2,2.02,2.02,24.24,1
479,Washing Machine,6 kg,Whirlpool,20203,96.0,9.6,9.6,115.2,1
480,Geyser/Water Heater,6 L,Bajaj,3499,40.4,4.04,4.04,48.48,1
481,Geyser/Water Heater,10 L,Crompton,3661,50.0,5.0,5.0,60.0,0
482,Fans,52 inch,Crompton,2786,25.0,2.5,3.0,30.5,1
483,Fans,48 inch,Crompton,2032,20.0,2.0,2.0,24.0,0
484,Fans,52 inch,Havells,2621,25.0,2.5,3.0,30.5,0
485,Refrigerator,500 L,Panasonic,51213,250.0,25.0,40.0,315.0,1
486,Gas Stove/Cooktop,4 Burner,Prestige,7896,50.0,5.0,5.0,60.0,0
487,Refrigerator,500 L,LG,40121,245.0,24.5,39.2,308.7,0
488,Fans,48 inch,Havells,2860,20.0,2.0,2.0,24.0,1
489,Fans,48 inch,Usha,1992,20.4,2.04,2.04,24.48,0
490,Geyser/Water Heater,15 L,Racold,5626,61.8,6.18,6.18,74.16,0
491,Washing Machine,9 kg,Samsung,37298,171.0,17.1,17.1,205.2,0
492,Gas Stove/Cooktop,4 Burner,Elica,4839,60.0,6.0,6.0,72.0,0
493,Refrigerator,240 L,Godrej,22198,178.2,17.82,19.8,215.82,1
494,Geyser/Water Heater,6 L,Racold,3524,41.2,4.12,4.12,49.44,0
495,Television,55 inch,Xiaomi,61650,185.4,18.54,36.05,239.99,1
496,Television,75 inch,Vu,112905,275.0,27.5,55.0,357.5,0
497,Mixer Grinder,750 W,Morphy Richards,3912,77.0,7.7,7.7,92.4,0
498,Fans,48 inch,Havells,2257,20.0,2.0,2.0,24.0,0
499,Geyser/Water Heater,10 L,Crompton,3594,50.0,5.0,5.0,60.0,1
500,Water Purifier,RO+UV,Pureit,9743,58.8,5.88,3.92,68.6,1
501,Refrigerator,500 L,Whirlpool,60613,240.0,24.0,38.4,302.4,0
502,Washing Machine,8 kg,IFB,32823,145.5,14.55,14.55,174.6,1
503,Fans,48 inch,Bajaj,2469,20.2,2.02,2.02,24.24,0
504,Refrigerator,190 L,Panasonic,23506,150.0,15.0,15.0,180.0,1
505,Fans,48 inch,Usha,1841,20.4,2.04,2.04,24.48,1
506,Geyser/Water Heater,15 L,AO Smith,4065,75.0,7.5,7.5,90.0,1
507,Cooler,30 L,Bajaj,8355,40.4,4.04,10.1,54.54,1
508,Refrigerator,240 L,Panasonic,29495,180.0,18.0,20.0,218.0,1
509,Air Conditioner,1.5 Ton,Daikin,31450,237.5,23.75,23.75,285.0,0
510,Air Conditioner,2 Ton,Blue Star,63109,303.0,30.3,32.32,365.62,1
511,Gas Stove/Cooktop,4 Burner,Sunflame,5652,47.5,4.75,4.75,57.0,1
512,Air Conditioner,2 Ton,Blue Star,62710,303.0,30.3,32.32,365.62,1
513,Water Purifier,RO+UV+UF,Blue Star,11837,80.8,8.08,4.04,92.92,1
514,Geyser/Water Heater,15 L,Crompton,5736,60.0,6.0,6.0,72.0,1
515,Air Conditioner,1.5 Ton,LG,47797,245.0,24.5,24.5,294.0,1
516,Washing Machine,7 kg,LG,29465,117.6,11.76,11.76,141.12,0
517,Air Conditioner,1.5 Ton,Samsung,46635,237.5,23.75,23.75,285.0,1
518,Geyser/Water Heater,10 L,AO Smith,4999,62.5,6.25,6.25,75.0,0
519,Cooler,50 L,Kenstar,12820,49.5,4.95,9.9,64.35,0
520,Mixer Grinder,1000 W,Havells,5774,90.0,9.0,10.0,109.0,0
521,Washing Machine,8 kg,IFB,31173,145.5,14.55,14.55,174.6,0
522,Cooler,20 L,Havells,8161,30.0,3.0,8.0,41.0,1
523,Air Conditioner,2 Ton,Samsung,55565,285.0,28.5,30.4,343.9,1
524,Fans,48 inch,Orient,1800,21.8,2.18,2.18,26.16,1
525,Fans,48 inch,Atomberg,1766,21.0,2.1,2.1,25.2,1
526,Television,32 inch,Sony,22554,120.0,12.0,24.0,156.0,0
527,Air Conditioner,1.5 Ton,Hitachi,42981,287.5,28.75,28.75,345.0,0
528,Television,43 inch,Xiaomi,25451,123.6,12.36,25.75,161.71,0
529,Gas Stove/Cooktop,3 Burner,Prestige,4170,40.0,4.0,4.0,48.0,1
530,Mixer Grinder,500 W,Philips,2316,52.5,5.25,5.25,63.0,0
531,Fans,48 inch,Atomberg,1605,21.0,2.1,2.1,25.2,1
532,Mixer Grinder,750 W,Philips,5231,73.5,7.35,7.35,88.2,1
533,Mixer Grinder,750 W,Philips,5395,73.5,7.35,7.35,88.2,1
534,Refrigerator,500 L,LG,65472,245.0,24.5,39.2,308.7,0
535,Air Conditioner,1.5 Ton,Blue Star,32771,252.5,25.25,25.25,303.0,0
536,Washing Machine,7 kg,Whirlpool,29530,115.2,11.52,11.52,138.24,0
537,Refrigerator,340 L,Godrej,46523,217.8,21.78,29.7,269.28,0
538,Mixer Grinder,750 W,Philips,3318,73.5,7.35,7.35,88.2,1
539,Gas Stove/Cooktop,2 Burner,Bajaj,2721,30.3,3.03,3.03,36.36,0
540,Television,65 inch,TCL,61924,215.6,21.56,39.2,276.36,1
541,Television,43 inch,Sony,26914,144.0,14.4,30.0,188.4,0
542,Refrigerator,340 L,Whirlpool,48479,211.2,21.12,28.8,261.12,1
543,Television,50 inch,Vu,43911,165.0,16.5,33.0,214.5,1
544,Cooler,20 L,Kenstar,7745,29.7,2.97,7.92,40.59,1
545,Television,65 inch,Samsung,66487,209.0,20.9,38.0,267.9,1
546,Geyser/Water Heater,15 L,AO Smith,6048,75.0,7.5,7.5,90.0,0
547,Mixer Grinder,750 W,Bajaj,3186,70.7,7.07,7.07,84.84,1
548,Mixer Grinder,500 W,Bajaj,3158,50.5,5.05,5.05,60.6,0
549,Television,50 inch,Samsung,40323,142.5,14.25,28.5,185.25,0
550,Refrigerator,340 L,Panasonic,37156,220.0,22.0,30.0,272.0,0
551,Refrigerator,190 L,Godrej,18255,148.5,14.85,14.85,178.2,1
552,Television,43 inch,TCL,35770,117.6,11.76,24.5,153.86,0
553,Water Purifier,RO+UV,Aquaguard,9993,61.2,6.12,4.08,71.4,0
554,Gas Stove/Cooktop,2 Burner,Pigeon,2736,29.1,2.91,2.91,34.92,1
555,Television,43 inch,Xiaomi,25283,123.6,12.36,25.75,161.71,0
556,Water Purifier,RO+UV+UF,HUL,12006,80.0,8.0,4.0,92.0,0
557,Television,55 inch,Xiaomi,49628,185.4,18.54,36.05,239.99,1
558,Cooler,30 L,Bajaj,8539,40.4,4.04,10.1,54.54,1
559,Refrigerator,300 L,Whirlpool,38778,192.0,19.2,24.0,235.2,0
560,Fans,48 inch,Havells,2116,20.0,2.0,2.0,24.0,0
561,Water Purifier,RO+UV,HUL,12994,60.0,6.0,4.0,70.0,1
562,Washing Machine,6 kg,Bosch,19674,96.0,9.6,9.6,115.2,1
563,Cooler,50 L,Crompton,18673,50.0,5.0,10.0,65.0,0
564,Air Conditioner,1.5 Ton,Voltas,31419,250.0,25.0,25.0,300.0,1
565,Washing Machine,6 kg,Godrej,19642,99.0,9.9,9.9,118.8,0
566,Gas Stove/Cooktop,4 Burner,Pigeon,4385,48.5,4.85,4.85,58.2,0
567,Air Conditioner,1 Ton,Blue Star,33434,202.0,20.2,25.25,247.45,1
568,Washing Machine,7 kg,Bosch,23202,115.2,11.52,11.52,138.24,1
569,Refrigerator,300 L,Haier,39998,200.0,20.0,25.0,245.0,0
570,Washing Machine,9 kg,Bosch,43404,172.8,17.28,17.28,207.36,0
571,Fans,48 inch,Havells,2736,20.0,2.0,2.0,24.0,1
572,Mixer Grinder,1000 W,Preethi,4278,103.5,10.35,11.5,125.35,1
573,Washing Machine,6 kg,Samsung,24307,95.0,9.5,9.5,114.0,1
574,Cooler,20 L,Kenstar,8130,29.7,2.97,7.92,40.59,0
575,Television,55 inch,OnePlus,52050,183.6,18.36,35.7,237.66,0
576,Gas Stove/Cooktop,2 Burner,Pigeon,3267,29.1,2.91,2.91,34.92,0
577,Television,50 inch,OnePlus,59961,153.0,15.3,30.6,198.9,1
578,Refrigerator,300 L,Haier,31268,200.0,20.0,25.0,245.0,1
579,Washing Machine,7 kg,Godrej,29438,118.8,11.88,11.88,142.56,1
580,Gas Stove/Cooktop,2 Burner,Butterfly,2841,28.5,2.85,2.85,34.2,1
581,Gas Stove/Cooktop,4 Burner,Prestige,5905,50.0,5.0,5.0,60.0,1
582,Refrigerator,300 L,Haier,28924,200.0,20.0,25.0,245.0,0
583,Air Conditioner,2 Ton,Voltas,54110,300.0,30.0,32.0,362.0,1
584,Refrigerator,240 L,Panasonic,24921,180.0,18.0,20.0,218.0,1
585,Geyser/Water Heater,6 L,AO Smith,3193,50.0,5.0,5.0,60.0,1
586,Refrigerator,500 L,Godrej,44476,247.5,24.75,39.6,311.85,1
587,Air Conditioner,1 Ton,Samsung,28793,190.0,19.0,23.75,232.75,0
588,Television,75 inch,Sony,119991,300.0,30.0,60.0,390.0,1
589,Television,55 inch,Sony,46347,216.0,21.6,42.0,279.6,0
590,Gas Stove/Cooktop,3 Burner,Bajaj,5976,40.4,4.04,4.04,48.48,1
591,Refrigerator,240 L,Samsung,24555,171.0,17.1,19.0,207.1,0
592,Fans,48 inch,Atomberg,1703,21.0,2.1,2.1,25.2,0
593,Cooler,30 L,Havells,11041,40.0,4.0,10.0,54.0,0
594,Gas Stove/Cooktop,3 Burner,Bajaj,5449,40.4,4.04,4.04,48.48,1
595,Television,75 inch,Vu,119663,275.0,27.5,55.0,357.5,0
596,Washing Machine,7 kg,LG,24317,117.6,11.76,11.76,141.12,0
597,Television,75 inch,LG,82788,245.0,24.5,49.0,318.5,0
598,Geyser/Water Heater,15 L,Racold,6882,61.8,6.18,6.18,74.16,0
599,Mixer Grinder,500 W,Panasonic,2844,50.0,5.0,5.0,60.0,1
600,Television,32 inch,Xiaomi,27586,103.0,10.3,20.6,133.9,0
601,Geyser/Water Heater,6 L,AO Smith,2505,50.0,5.0,5.0,60.0,0
602,Washing Machine,9 kg,Whirlpool,39724,172.8,17.28,17.28,207.36,1
603,Television,43 inch,TCL,34494,117.6,11.76,24.5,153.86,0
604,Air Conditioner,1 Ton,Hitachi,30110,230.0,23.0,28.75,281.75,0
605,Gas Stove/Cooktop,3 Burner,Butterfly,4821,38.0,3.8,3.8,45.6,1
606,Refrigerator,190 L,Haier,16697,150.0,15.0,15.0,180.0,1
607,Gas Stove/Cooktop,3 Burner,Sunflame,3163,38.0,3.8,3.8,45.6,0
608,Refrigerator,340 L,Godrej,41492,217.8,21.78,29.7,269.28,0
609,Fans,52 inch,Bajaj,3066,25.25,2.52,3.03,30.8,1
610,Cooler,20 L,Kenstar,9195,29.7,2.97,7.92,40.59,1
611,Cooler,50 L,Havells,15926,50.0,5.0,10.0,65.0,0
612,Washing Machine,9 kg,Bosch,35893,172.8,17.28,17.28,207.36,0
613,Washing Machine,6 kg,Godrej,20550,99.0,9.9,9.9,118.8,0
614,Washing Machine,6 kg,Samsung,22204,95.0,9.5,9.5,114.0,1
615,Air Conditioner,1.5 Ton,LG,47065,245.0,24.5,24.5,294.0,0
616,Fans,48 inch,Havells,2573,20.0,2.0,2.0,24.0,1
617,Water Purifier,RO+UV,Livpure,8943,63.0,6.3,4.2,73.5,1
618,Gas Stove/Cooktop,3 Burner,Bajaj,5637,40.4,4.04,4.04,48.48,1
619,Refrigerator,300 L,Whirlpool,32420,192.0,19.2,24.0,235.2,0
620,Cooler,50 L,Symphony,17539,55.0,5.5,11.0,71.5,0
621,Air Conditioner,1 Ton,Voltas,25257,200.0,20.0,25.0,245.0,1
622,Water Purifier,RO+UV+UF,Pureit,19260,78.4,7.84,3.92,90.16,0
623,Water Purifier,RO+UV,Aquaguard,12323,61.2,6.12,4.08,71.4,1
624,Washing Machine,6 kg,IFB,24914,97.0,9.7,9.7,116.4,0
625,Television,50 inch,Xiaomi,45978,154.5,15.45,30.9,200.85,1
626,Mixer Grinder,1000 W,Morphy Richards,4535,99.0,9.9,11.0,119.9,1
627,Cooler,20 L,Crompton,9653,30.0,3.0,8.0,41.0,0
628,Water Purifier,RO+UV,Blue Star,14478,60.6,6.06,4.04,70.7,1
629,Refrigerator,340 L,Samsung,48007,209.0,20.9,28.5,258.4,0
630,Refrigerator,190 L,Haier,24351,150.0,15.0,15.0,180.0,0
631,Washing Machine,8 kg,Godrej,26778,148.5,14.85,14.85,178.2,1
632,Geyser/Water Heater,10 L,Crompton,4665,50.0,5.0,5.0,60.0,1
633,Mixer Grinder,750 W,Havells,5796,70.0,7.0,7.0,84.0,0
634,Gas Stove/Cooktop,3 Burner,Bajaj,3302,40.4,4.04,4.04,48.48,0
635,Cooler,50 L,Havells,17419,50.0,5.0,10.0,65.0,1
636,Refrigerator,340 L,Godrej,31471,217.8,21.78,29.7,269.28,0
637,Cooler,20 L,Voltas,5297,30.0,3.0,8.0,41.0,1
638,Mixer Grinder,500 W,Bajaj,2213,50.5,5.05,5.05,60.6,0
639,Refrigerator,340 L,LG,30611,215.6,21.56,29.4,266.56,1
640,Water Purifier,RO+UV,Kent,9597,60.0,6.0,4.0,70.0,0
641,Washing Machine,6 kg,Bosch,22616,96.0,9.6,9.6,115.2,1
642,Television,50 inch,Vu,37918,165.0,16.5,33.0,214.5,0
643,Cooler,20 L,Kenstar,7950,29.7,2.97,7.92,40.59,1
644,Television,50 inch,Samsung,49352,142.5,14.25,28.5,185.25,0
645,Television,75 inch,OnePlus,83629,255.0,25.5,51.0,331.5,0
646,Air Conditioner,2 Ton,Hitachi,53559,345.0,34.5,36.8,416.3,1
647,Washing Machine,8 kg,Bosch,30253,144.0,14.4,14.4,172.8,0
648,Refrigerator,240 L,Panasonic,28503,180.0,18.0,20.0,218.0,1
649,Television,43 inch,TCL,31711,117.6,11.76,24.5,153.86,0
650,Mixer Grinder,750 W,Preethi,3743,80.5,8.05,8.05,96.6,0
651,Cooler,20 L,Bajaj,6469,30.3,3.03,8.08,41.41,1
652,Refrigerator,190 L,Haier,15221,150.0,15.0,15.0,180.0,0
653,Television,32 inch,Samsung,27620,95.0,9.5,19.0,123.5,1
654,Refrigerator,300 L,LG,37504,196.0,19.6,24.5,240.1,1
655,Refrigerator,300 L,Whirlpool,38760,192.0,19.2,24.0,235.2,0
656,Mixer Grinder,500 W,Panasonic,2630,50.0,5.0,5.0,60.0,0
657,Washing Machine,9 kg,Godrej,41584,178.2,17.82,17.82,213.84,1
658,Television,32 inch,Sony,24064,120.0,12.0,24.0,156.0,1
659,Cooler,20 L,Bajaj,8354,30.3,3.03,8.08,41.41,0
660,Television,65 inch,Xiaomi,89051,226.6,22.66,41.2,290.46,0
661,Mixer Grinder,1000 W,Havells,4186,90.0,9.0,10.0,109.0,0
662,Refrigerator,300 L,Haier,35695,200.0,20.0,25.0,245.0,1
663,Refrigerator,190 L,Haier,22044,150.0,15.0,15.0,180.0,0
664,Air Conditioner,2 Ton,Daikin,55813,285.0,28.5,30.4,343.9,0
665,Refrigerator,300 L,Haier,32774,200.0,20.0,25.0,245.0,1
666,Air Conditioner,2 Ton,Samsung,55905,285.0,28.5,30.4,343.9,0
667,Refrigerator,340 L,Haier,49108,220.0,22.0,30.0,272.0,1
668,Air Conditioner,1 Ton,Blue Star,37687,202.0,20.2,25.25,247.45,0
669,Gas Stove/Cooktop,2 Burner,Bajaj,2725,30.3,3.03,3.03,36.36,1
670,Washing Machine,7 kg,Bosch,29289,115.2,11.52,11.52,138.24,0
671,Television,65 inch,Sony,71936,264.0,26.4,48.0,338.4,0
672,Refrigerator,340 L,Whirlpool,40756,211.2,21.12,28.8,261.12,0
673,Cooler,20 L,Havells,8915,30.0,3.0,8.0,41.0,1
674,Geyser/Water Heater,10 L,V-Guard,4031,55.0,5.5,5.5,66.0,1
675,Gas Stove/Cooktop,4 Burner,Prestige,6382,50.0,5.0,5.0,60.0,1
676,Refrigerator,340 L,Samsung,36050,209.0,20.9,28.5,258.4,0
677,Mixer Grinder,500 W,Panasonic,3449,50.0,5.0,5.0,60.0,1
678,Air Conditioner,1 Ton,LG,26829,196.0,19.6,24.5,240.1,1
679,Television,55 inch,Sony,53353,216.0,21.6,42.0,279.6,1
680,Cooler,20 L,Symphony,8429,33.0,3.3,8.8,45.1,1
681,Air Conditioner,1.5 Ton,LG,42033,245.0,24.5,24.5,294.0,0
682,Washing Machine,7 kg,Godrej,29597,118.8,11.88,11.88,142.56,0
683,Fans,48 inch,Orient,2817,21.8,2.18,2.18,26.16,0
684,Gas Stove/Cooktop,3 Burner,Pigeon,4748,38.8,3.88,3.88,46.56,0
685,Gas Stove/Cooktop,2 Burner,Prestige,3219,30.0,3.0,3.0,36.0,0
686,Air Conditioner,1 Ton,Samsung,39281,190.0,19.0,23.75,232.75,0
687,Air Conditioner,1.5 Ton,Hitachi,38256,287.5,28.75,28.75,345.0,0
688,Refrigerator,340 L,Panasonic,45647,220.0,22.0,30.0,272.0,0
689,Television,50 inch,Vu,47955,165.0,16.5,33.0,214.5,0
690,Fans,52 inch,Bajaj,3687,25.25,2.52,3.03,30.8,0
691,Geyser/Water Heater,15 L,V-Guard,4040,66.0,6.6,6.6,79.2,1
